event_date,season,event_id_cnty,event_date,year,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,country,admin1,admin2,admin3,location,latitude,longitude,source,notes,fatalities
07/20/2017,dry,KEN5601,07/20/2017,2017,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Bungoma,Kimilili,Kimilili,Kimilili,0.783,34.7193,Daily Nation (Kenya),"Unknown gunmen on Thursday night shot dead a businessman in Chebukwabi village, Kimilili constituency, in Bungoma County. Robert Barasa, a known campaigner for Bungoma Governor Ken Lusaka, was shot dead by armed men in his home.",1
07/20/2017,dry,KEN5598,07/20/2017,2017,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),,Kenya,Lamu,Lamu East,Basuba,Mararani,-1.7027,41.3019,Xinhua,Al Shabaab kill two civilians while attacking civilians in the Mararani area.,2
07/18/2017,dry,KEN6160,07/18/2017,2017,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Laikipia,Laikipia North,Segera,Ol Moran,0.4599,36.7556,Star (Kenya),"A Baringo chief who went missing on Tuesday was found dead in a bush at Olmoran range in Laikipia county, the following day, shot.",1
07/13/2017,dry,KEN5593,07/13/2017,2017,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),Government of Kenya (2013-),Kenya,Lamu,Lamu West,Mkomami,Lamu,-2.2717,40.902,Daily Nation (Kenya),"Three people were killed and several were injured including Public Works Principal Secretary Mariam El Maawy, during an ambush by Al Shabaab attack in Lamu West.",3
07/12/2017,dry,KEN5588,07/12/2017,2017,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),,4,Civilians (Kenya),Pastoralists (Kenya),Kenya,Laikipia,Laikipia North,Segera,Laikipia,0.4167,36.75,Capital FM,Pokot raiders attacked herdsmen who were repairing an electric fence at Laikipia Natre Conservancy,0
07/12/2017,dry,KEN5594,07/12/2017,2017,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Lawyers (Kenya),Kenya,Mombasa,Mvita,Majengo,Mombasa,-4.0547,39.6636,Daily Nation (Kenya),"Jared Ratemo, a lawyer attached to the Kenya Revenue Authority, was found killed on Mombassa road on the morning of 12/07. The date of death may have been the previous day, as it was then he went missing. He may have been killed because of some sensitive investigations he was carrying out at KRA.",1
07/10/2017,dry,KEN5582,07/10/2017,2017,Violence against civilians,Attack,Unidentified Ethnic Militia (Kenya),,4,Civilians (Kenya),,Kenya,Meru,Igembe Central,Kangeta,Njia,0.2667,37.9,Daily Nation (Kenya),"About 1,000 people were displaced in Igembe Central, 13 people killed and three people injured following clashes along the Meru-Isiolo boundary on Monday.",13
07/09/2017,dry,KEN6032,07/09/2017,2017,Violence against civilians,Attack,Meru Ethnic Militia (Kenya),,4,Civilians (Kenya),Isiolo Communal Group (Kenya),Kenya,Isiolo,Garbatulla,Kinna,Kinna,0.3167,38.2,Kenya Standard,Meru inhabitants stabbed 3 Isiolo inhabitants to death at Kiutine market as part of the ongoing Meru-Isiolo border conflict.,3
07/09/2017,dry,KEN6034,07/09/2017,2017,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),,Kenya,Meru,Tigania West,Akithii,Tigania East,0.2,37.7833,Kenya Standard,"In retaliation for the killing of a herder the previous day, a group of herders killed 2 men.",2
07/08/2017,dry,KEN6030,07/08/2017,2017,Violence against civilians,Attack,Isiolo Communal Militia (Kenya),,4,Civilians (Kenya),Meru Ethnic Group (Kenya),Kenya,Meru,Igembe South,Maua,Maua,0.2321,37.9405,Kenya Standard,4 Meru youths were attacked and killed by Isiolo inhabitants as they transported milk on the Maua-Garbayulla road as part of the ongoing Isiolo-Meru border conflict.,4
07/08/2017,dry,KEN6031,07/08/2017,2017,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),,4,Civilians (Kenya),Pastoralists (Kenya),Kenya,Meru,Tigania West,Akithii,Tigania East,0.2,37.7833,Kenya Standard,In Tigania East a herdsman was attacked and killed by cattle rustlers.,1
07/08/2017,dry,KEN5580,07/08/2017,2017,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),,Kenya,Lamu,Lamu West,Mkunumbi,Pandanguo,-2.2347,40.4778,Capital FM,"At least nine people were killed in Lamu County on Saturday morning, in an attack by Al Shabaab. The attack occurred at Jima and Pandaguo villages near the border with Somalia. At Jima, Al Shabaab beheaded four men (coded in other event).",5
07/08/2017,dry,KEN5579,07/08/2017,2017,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),,Kenya,Lamu,Lamu West,Mkunumbi,Pandanguo,-2.2347,40.4778,Capital FM,"At least nine people were killed in Lamu County on Saturday morning, in an attack by Al Shabaab. The attack occurred at Jima and Pandaguo village near the border with Somalia",5
07/08/2017,dry,KEN5578,07/08/2017,2017,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),,Kenya,Lamu,Lamu West,Mkomami,Lamu,-2.2717,40.902,Local Source,Four men have been beheaded by Al Shabaab at Jima area bordering Pandanguo in Lamu county. Kenya Standard reports 9 people were beheaded and the event took place on the previous day.,4
07/03/2017,dry,KEN5566,07/03/2017,2017,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Mandera,Mandera East,Township,Mandera,3.9357,41.8542,Daily Nation (Kenya),"Herders in Bambo, Mandera, have discovered five bodies buried in a shallow grave.The five, four men and a woman, were reported missing by their relatives last week.The locals exhumed the bodies on Monday [3 July] morning and took them to Lafey Hospital.Medical personnel at the hospital told Nation.co.ke that a male body had bullet wounds in the forehead and the other bodies appeared to have been strangled.The five were from Fino Ward but their bodies were found in Warankara Ward about 65 kilometres away.",5
06/30/2017,dry,KEN5563,06/30/2017,2017,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Mandera,Lafey,Warankara,Bamba Hills,3.5008,41.0395,Daily Nation (Kenya),"Herders in Bambo, Mandera, have discovered five bodies buried in a shallow grave.The locals exhumed the bodies on Monday [3 July] morning and took them to Lafey Hospital.Medical personnel at the hospital told Nation.co.ke that a male body had bullet wounds in the forehead and the other bodies appeared to have been strangled.The five were from Fino Ward but their bodies were found in Warankara Ward about 65 kilometres away.",5
06/28/2017,dry,KEN5560,06/28/2017,2017,Violence against civilians,Attack,Mungiki Militia,,3,Civilians (Kenya),,Kenya,Nairobi,Embakasi South,Pipeline,Embakasi,-1.333,36.901,Daily Nation (Kenya),Youths suspected to be part of the outlawed Mungiki militia kill a butcher and torch houses in Embakasi. The attack was believed to be over a land dispute.,1
06/25/2017,dry,KEN5557,06/25/2017,2017,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),,4,Civilians (Kenya),,Kenya,Marsabit,Laisamis,Laisamis,Laisamis,1.6,37.8,Kenya Standard,The county commander said several people have been arrested in connection with an attack on a lorry carrying camels along Laisamis Road. One person was killed. The attackers transferred the animals to another truck and drove off.,1
06/25/2017,dry,KEN5558,06/25/2017,2017,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),,4,Civilians (Kenya),,Kenya,Marsabit,Saku,Marsabit Central,Saku,2.3333,37.9833,Kenya Standard,A 12 year old boy was beheaded by raiders on Sunday morning in Saku constituency. Another person was seriously injured during the attack. The attack is suspected to be linked to recent violence between the Rendille and Borana communities.,1
06/24/2017,dry,KEN6157,06/24/2017,2017,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),,4,Civilians (Kenya),Students (Kenya),Kenya,Elgeyo Marakwet,Marakwet West,Kapsowar,Elegeyo-Marakwet,0.99,35.55,Star (Kenya),"A secondary school student was shot dead by suspected Pokot cattle rustlers in Kaben, Marakwet East at 8am.",1
06/23/2017,dry,KEN5553,06/23/2017,2017,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),,Kenya,Mandera,Mandera South,Elwak North,El Wak,2.8094,40.9358,Kenya Standard,Five people were killed when Al Shabaab attacked the Equity bank In Elwak Town.,5
06/21/2017,dry,KEN6199,06/21/2017,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Mombasa,Kisauni,Mjambere,Kisauni,-4.0333,39.6833,Daily Nation (Kenya),"One criminal was shot dead by police officers at Hongera in Kisauni, Mombasa County.",1
06/18/2017,dry,KEN5543,06/18/2017,2017,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),,4,Civilians (Kenya),,Kenya,Trans Nzoia,Saboti,Matisi,Kitale,1.0167,35,Kenya Standard,One person has been killed and about 500 cattle stolen by suspected bandits along the West Pokot-Turkana border. Thsi is believed to be part of a dispute between Pokot and Turkana communities.,1
06/14/2017,dry,KEN6025,06/14/2017,2017,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Nyeri,Nyeri South,Karima,Othaya,-0.5666,36.95,Daily Nation (Kenya),A Boda Boda rider was killed by unidentified assailants over the management of campaign money for a local politician.,1
06/13/2017,dry,KEN6156,06/13/2017,2017,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),,4,Civilians (Kenya),,Kenya,Elgeyo Marakwet,Marakwet West,Kapsowar,Elegeyo-Marakwet,0.99,35.55,Star (Kenya),"In Marakwet East, a man was shot dead on Tuesday afternoon by suspected Pokot bandits.",1
06/10/2017,dry,KEN6153,06/10/2017,2017,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),,4,Civilians (Kenya),Turkana Ethnic Group (Kenya),Kenya,Turkana,Turkana East,Lokori,Lokori,1.9516,36.0358,Star (Kenya),Six people were killed and several others injured after armed Pokot bandits attacked Lokori in Turkana South on Saturday.,6
06/07/2017,dry,KEN6511,06/07/2017,2017,Violence against civilians,Attack,Private Security Forces (Kenya),,8,Civilians (Kenya),Journalists (Kenya),Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,Twitter,A journalist was attacked by a politician's bodyguards. ,0
06/06/2017,dry,KEN5527,06/06/2017,2017,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Mandera,Mandera East,Township,Mandera,3.9357,41.8542,Xinhua,Unknown gunmen shot dead one person and injured another in Mandera country near the Somalia border. The attackers targeted the vehicle belonging to a local political aspirant Mohamed Abdi who was not in the convoy of the two cars headed to El Wak town.,1
05/31/2017,rainy,KEN5514,05/31/2017,2017,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),Teachers (Kenya),Kenya,Garissa,Garissa,Waberi,Garissa,-0.4536,39.6461,Daily Nation (Kenya); Shabelle Media Network,"Al-Shabaab militants burned down a school and abducted two teachers in an overnight attack in Fafi, Garissa. One teacher is killed.",1
05/26/2017,rainy,KEN5505,05/26/2017,2017,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),Government of Kenya (2013-),Kenya,Tana River,Galole,Chewani,Hola,-1.5036,40.0333,Daily Nation (Kenya),Three Al-Shabaab militants shot dead a Tana River County Assembly driver on Friday,1
05/26/2017,rainy,KEN6148,05/26/2017,2017,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Nakuru,Naivasha,Mai Mahiu,Mai Mahiu,-0.9838,36.5899,Star (Kenya),A man was shot dead by a gang in Mai Mahiu on 26/05/2017. The police has yet to establish the motive of the killing.,1
05/23/2017,rainy,KEN5495,05/23/2017,2017,Violence against civilians,Attack,Baringo Communal Militia (Kenya),,4,Civilians (Kenya),,Kenya,Laikipia,Laikipia North,Segera,Laikipia,0.4167,36.75,Kenya Standard,"Land invaders suspected to be from Baringo County attacked residents on 23 May at Rubere in Laikipia West. The 'bandits' paralysed a security meeting by shooting in the air, dispersing the residents and security officers. Several residents were injured as they scampered for safety.",0
05/19/2017,rainy,KEN5487,05/19/2017,2017,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),FORD-Kenya: Forum for the Restoration of Democracy-Kenya,Kenya,Bungoma,Webuye West,Matulo,Webuye,0.6167,34.7667,Daily Nation (Kenya),"In Bungoma, a campaigner of governor challenger Wycliffe Wangamati was seriously injured in an attack in Webuye. Mr Joseph Kubende was driving to his home on Friday night when his car was blocked by a Probox whose occupants pulled him out and hit him with a blunt object on the head.",0
05/18/2017,rainy,KEN5486,05/18/2017,2017,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),,4,Civilians (Kenya),,Kenya,Turkana,Turkana Central,Kang'atotha,Turkwel,3.1048,36.0975,Daily Nation (Kenya),One person has been shot dead in Kerio Valley by cattle rustlers. The rustlers also stole over 40 goats and cattle during the Thursday afternoon attack.They also killed two goats. Elgeyo Marakwet Police Commander Tom Odera said efforts to apprehend the culprits are ongoing.,1
05/18/2017,rainy,KEN5485,05/18/2017,2017,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),MCA: Member of County Assembly,Kenya,Machakos,Machakos,Township,Machakos,-1.5167,37.2667,Daily Nation (Kenya),"The Churo/Amaya ward MCA, Thomas Minito, was reportedly approached by three people at a hotel in Kabarnet town on Tuesday afternoon when he was having lunch with a government official from Tiaty. His body was on Thursday evening found floating in River Athi just under the Donyo Sabuk bridge in Machakos County Reports indicate that the body was retrieved and a small poster found in his coat pocket bearing his name.",1
05/17/2017,rainy,KEN5482,05/17/2017,2017,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Journalists (Kenya),Kenya,Kakamega,Lurambi,Sheywe,Kakamega,0.2833,34.7384,Kenya Standard,Nation correspondent Shaban Makokha was assaulted by administration police officers at Shianda Trading Centre while photographing youths fighting over money given to them by a politician. The journalist was treated at St Mary's Mission Hospital in Mumias and discharged.,0
05/16/2017,rainy,KEN5476,05/16/2017,2017,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),,Kenya,Mandera,Mandera East,Township,Mandera,3.9357,41.8542,Kenya Broadcasting Corporation,"A security operation is underway in Mandera town [northeastern Kenya] after a chief said to be instrumental in the war against terror was gunned down by people believed to be al-Shabab militia. The heavily armed al-Shabab militants are said to have raided the home of the chief in Omar Jillo location, Lafey sub-county in Mandera East before killing him on the spot. The military and the police have teamed up in an operation to comb Mandera in search of the assailants",1
05/15/2017,rainy,KEN6015,05/15/2017,2017,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Government of Kenya (2013-),Kenya,Baringo,Tiaty,Churo,Churo Village,0.8333,36.3333,Kenya Standard,The local MCA was abducted by unidentified attackers. The police did not file a report. His body was found five days later.,1
05/15/2017,rainy,KEN5474,05/15/2017,2017,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),ODM: Orange Democratic Movement,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,Kenya Standard,"An Orange Democratic Movement (ODM) party director of communications Philip Etale was attacked with pepper spray by an unknown group in Nairobi's city centre. He was rushed to Nairobi hospital, where he was treated and discharged later",0
05/15/2017,rainy,KEN5472,05/15/2017,2017,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),ODM: Orange Democratic Movement,Kenya,Mandera,Mandera East,Township,Mandera,3.9357,41.8542,Capital FM,Suspected Al Shabaab militants attacked a village in Mandera and killed a chief before abducting two police reservists on Monday night.,1
05/14/2017,rainy,KEN5469,05/14/2017,2017,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),,4,Civilians (Kenya),,Kenya,Kitui,Kitui Central,Township,Kitui,-1.3667,38.0167,Daily Nation (Kenya),"Two more people have been killed in fresh attacks by bandits at Kasiluni in Kitui County [eastern Kenya], a week after a similar attack in the same area. The two were ambushed separately and shot in their farms on Sunday [14 May] in the volatile area, which borders Mwingi Game Reserve, bringing the number of people killed in the last week to four.",2
