event_id_cnty,event_date,year,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,country,admin1,admin2,admin3,location,latitude,longitude,source,notes,fatalities
KEN6413,14-Aug-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Kakamega,Butere,Marama Central,Butere,0.2064,34.4935,Kenya Standard,"On 14 August 2018, a civilian was murdered in the sub-district of Butere (Kakamega county), reportedly by a local gang named 'The 42 Brothers'.",1
KEN6411,12-Aug-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Government of Kenya (2013-),Kenya,Kakamega,Likuyani,Likuyani,Soy,0.6784,35.1438,Star (Kenya),"On 12 August 2018, armed men shot and killed the driver of an MP at Soy Highway Motel in Kakamega county as they came in looking for the MP.",1
KEN6796,11-Aug-18,2018,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),,4,Civilians (Kenya),Women (Kenya),Kenya,Baringo,Tiaty,Tirioko,Tiati,1.2972,35.9336,Star (Kenya),"On 11 August 2018, a 13-year-old girl was beaten to death by six Pokot youths in Nasorot village, Tiaty subcounty, Baringo county for refusing to marry a 60-year-old man. [women targeted: girls]",1
KEN6471,7-Aug-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Kenya),Pastoralists (Kenya),3,Civilians (Kenya),Farmers (Kenya),Kenya,Kilifi,Ganze,Ganze,Ganze,-3.543,39.6927,Daily Nation (Kenya),"7 August 2018: Three Somali herders who were grazing their cows on a planted land in Ganze, Kilifi County reportedly attacked the land-owner with knives, seriously injuring him and his brother who came to his aid.",0
KEN6399,31-Jul-18,2018,Violence against civilians,Attack,Merrile Ethnic Militia (Ethiopia),,4,Civilians (Kenya),,Kenya,Turkana,Turkana North,Lakezone,Lowerangak,4.2667,35.8833,Star (Kenya),31 July. Ethiopian Merrile militia shoots and kills Todonyang chief Ekal Lochamin in Lowerangak. The militia were believed to be cattle bandits.,1
KEN6388,18-Jul-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Government of Kenya (2013-),Kenya,Nairobi,Ruaraka,Babandogo,Kariobangi,-1.2407,36.8804,Daily Nation (Kenya),18 July. The Transport Chief Administrative Secretary's driver is shot and killed in Kariobangi for unknown reason.,1
KEN6381,11-Jul-18,2018,Violence against civilians,Attack,Dassanach Ethnic Militia (Ethiopia),,4,Civilians (Kenya),,Kenya,Turkana,Turkana North,Lake Zone,Olgana,4.4747,35.9714,Daily Nation (Kenya),"11 July. Suspected Merille (aka Dassanach) bandits from Ethiopia killed two people and seriously injured six others in a retaliatory attack on Olgana camp (coordinates approx) on the shores of Lake Turkana, at the border between Kenya and Ethiopia. The attackers stole cattle.",2
KEN6375,5-Jul-18,2018,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Trans Nzoia,Endebess,Endebess,Endebess,1.0667,34.85,Daily Nation (Kenya),"05 July. During a raid on an illegal brewery, police opened 'indiscriminate' fire, injuring three civilians.",0
KEN6349,23-Jun-18,2018,Violence against civilians,Attack,Military Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Wajir,Wajir East,Khorof,Lagh Kutulo,2.1291,40.929,Star (Kenya),"23 June. Security officers, believed to be searching for al Shabaab remnants allegedly rounded up locals, burnt several houses and shops in Kutulo, Boji Garass, Konton and Qarsa in Tarbaj and Wajir East constituencies (approx coordinates for Qarsa and Boji). Several residents report injury.",0
KEN6350,23-Jun-18,2018,Violence against civilians,Attack,Military Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Wajir,Wajir East,Khorof,Konton,2.0053,40.9274,Star (Kenya),"23 June. Security officers, believed to be searching for al Shabaab remnants allegedly rounded up locals, burnt several houses and shops in Kutulo, Boji Garass, Konton and Qarsa in Tarbaj and Wajir East constituencies (approx coordinates for Qarsa and Boji). Several residents report injury.",0
KEN6351,23-Jun-18,2018,Violence against civilians,Attack,Military Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Wajir,Wajir East,Khorof,Qarsa,2.078,40.7483,Star (Kenya),"23 June. Security officers, believed to be searching for al Shabaab remnants allegedly rounded up locals, burnt several houses and shops in Kutulo, Boji Garass, Konton and Qarsa in Tarbaj and Wajir East constituencies (approx coordinates for Qarsa and Boji). Several residents report injury.",0
KEN6352,23-Jun-18,2018,Violence against civilians,Attack,Military Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Wajir,Wajir East,Khorof,Boji Garass,2.1014,40.9178,Star (Kenya),"23 June. Security officers, believed to be searching for al Shabaab remnants allegedly rounded up locals, burnt several houses and shops in Kutulo, Boji Garass, Konton and Qarsa in Tarbaj and Wajir East constituencies (approx coordinates for Qarsa and Boji). Several residents report injury.",0
KEN6334,20-May-18,2018,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Women (Kenya),Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,Kenya Standard,"20 May. Two police officers shoot and kill a woman in City Park, Nairobi. The reason for the attack is not known. The pair of police officers were later formally charged with murder.",1
KEN6294,4-May-18,2018,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),,4,Civilians (Kenya),Turkana Ethnic Group (Kenya),Kenya,Baringo,Tiaty,Tirioko,Tiati,1.2972,35.9336,Star (Kenya),"04 May. Pokot militia attack a group of Turkana travellers at Chesitet in Tiaty, killing two. Upon hearing of the attack, a group of Turkanas residents in Marigat became angry, and in retaliation killed three Pokot civilians.",2
KEN6295,4-May-18,2018,Violence against civilians,Attack,Turkana Ethnic Militia (Kenya),,4,Civilians (Kenya),Pokot Ethnic Group (Kenya),Kenya,Baringo,Marigat,Marigat,Marigat,0.4667,35.9833,Star (Kenya),"04 May. Pokot militia attack a group of Turkana travellers at Chesitet in Tiaty, killing two. Upon hearing of the attack, a group of Turkanas residents in Marigat became angry, and in retaliation killed three Pokot civilians.",3
KEN6292,3-May-18,2018,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),,Kenya,Mandera,Mandera East,Township,Mandera,3.9357,41.8542,AFP,"03 May. Al Shabaab attacks Mandera, killing four 'non-Muslim' quarry workers. Several other injuries reported. The police later 'rescued' 150 workers involved in the incident. However, it is not certain if any of the workers were held hostage at any point.",4
KEN6218,13-Apr-18,2018,Violence against civilians,Attack,Mwea Communal Militia (Kenya),,4,Civilians (Kenya),,Kenya,Embu,Mbeere South,Makima,Mwea,-0.75,37.4833,Daily Nation (Kenya),13 April. A former district commissioner and three others are attacked and injured in Mwea over a land disagreement. One victim later died.,1
KEN6219,11-Apr-18,2018,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),,4,Civilians (Kenya),Christian Group (Kenya),Kenya,Kakamega,Matungu,Mayoni,Matungu,0.3833,34.4833,Kenya Standard,"11 April. Nine members of a church group are injured after unidentified assailants attack a meeting. The reason for the attack is not known, though it may be related to a new member who had recently converted from another, unnamed religion.",0
KEN6217,11-Apr-18,2018,Violence against civilians,Attack,Laisamis Clan Militia (Kenya),,4,Civilians (Kenya),,Kenya,Marsabit,Laisamis,Laisamis,Laisamis,1.6,37.8,Daily Nation (Kenya),"11 April. Two people were killed and seven others injured after armed men raided Salima village in Laisamis sub county on April 11, 2018. The attack is believe to be linked to a rivalry between two communities. The attack is believed to be related to an attack in the area under similar circumstances three days prior",2
KEN6216,11-Apr-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Teachers (Kenya),Kenya,Busia,Bunyala,Bunyala West,Bulemia,0.1167,34,Daily Nation (Kenya),"11 April. A teacher at Okimaru ACK Primary School, was shot dead in Malakisi, Sirisia by unidentified perpetrators. The reason for the attack is not known.",1
KEN6208,8-Apr-18,2018,Violence against civilians,Attack,Laisamis Clan Militia (Kenya),,4,Civilians (Kenya),,Kenya,Marsabit,Laisamis,Laisamis,Laisamis,1.6,37.8,Daily Nation (Kenya),08 April. Three members of the same family are killed in an attack based on community rivalry in or near Salima village in Laisamis sub county.,3
KEN6193,3-Apr-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Kwale,Msambweni,Ukunda,Ukunda,-4.2875,39.5661,Daily Nation (Kenya),03 April. Two are killed including a former Ukunda Ward aspirant in the 2017 General Election and two others injured when unidentified gunmen attacked Ukunda.,2
KEN6190,28-Mar-18,2018,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),NRM: National Resistance Movement,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,Daily Nation (Kenya),"28 March. Government authorities assault, drug and deport to the UAE a leading opposition figure, Miguna Miguna (ODM/NRM). Miguna locked himself in the airport washroom to avoid his flight the day before.",0
KEN6191,28-Mar-18,2018,Violence against civilians,Attack,Garre Ethnic Militia (Kenya),,4,Civilians (Kenya),Degodia Ethnic Group (Kenya),Kenya,Mandera,Banissa,Banissa,Banissa,3.9439,40.3445,Xinhua; Local Source,"28 March. Six people were killed and two others seriously injured in a militia attack near Kenyan border with Ethiopia. Occurring in Chiroqo, Banisa Sub County, most of the victims come from Degodia clan who have been having disputes with Garre community.",6
KEN6188,27-Mar-18,2018,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Journalists (Kenya),Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,Kenya Standard,"27 March. Police officers assault and injured a journalist covering the attempted deportation of Miguna Miguna, a prominent ODM/NRM attorney and opposition activist. The assault took place at Jomo Kenyatta International Airport.",0
KEN6187,26-Mar-18,2018,Violence against civilians,Attack,Ndhiwa Communal Militia (Kenya),,4,Civilians (Kenya),Women (Kenya),Kenya,Homa Bay,Ndhiwa,Kanyamwa Kosewe,Ndhiwa,-0.7333,34.3667,Kenya Standard,"26 March. A woman is attacked and injured in an attack over land control. The attack took place in Osure Legio village in Ndhiwa, Homa Bay County.",0
KEN6128,24-Mar-18,2018,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),,4,Civilians (Kenya),Pastoralists (Kenya),Kenya,Samburu,Samburu North,Nachola,Nachola,1.7828,36.7124,Kenya Standard,24 March. Cattle herders killed 10 in Lopurio area in Samburu North in communal violence.,10
KEN6931,27-Feb-18,2018,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Meru,Imenti North,Municipality,Meru,0.05,37.65,ProtectDefenders.eu,27 February. A human rights defender was shot and killed by police in Meru by police.,1
KEN6910,21-Feb-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Aid Workers (Kenya),Kenya,Isiolo,Garbatulla,Garbatulla,Garba Tula,0.5333,38.52,Aid Worker Security Database,"'One INGO male staff member needed medical attention after he was shot twice by armed perpetrators who ambushed the organization's vehicle. The staff members (five in total but only one was wounded) were in the vicinity of Darer Dima and traveling from Malkadaka to Garbatulla when they were attacked. Nothing was stolen from the passengers. While it was reported that the aid workers did not appear to be targeted specifically for their affiliation to an aid organization and that there has been an increase in insecurity in greater Isiolo county, it should also be noted that the vehicle was clearly marked.'",0
KEN6084,20-Feb-18,2018,Violence against civilians,Attack,Unidentified Ethnic Militia (Kenya),,4,Civilians (Kenya),Unidentified Ethnic Group (Kenya),Kenya,Wajir,Wajir North,Malkagufu,Malkagufu,2.6465,39.5705,Daily Nation (Kenya),A man who was killed had his eyes gouged out while a pregnant woman is shot and her body mutilated at Malkagufu area. The attack is believed to be related to clashes between Degodia and Arjuran groups since December. It is not clear who the victim/perpetrator is in this instance. The attack occurred on or before 20/02.,2
KEN6079,18-Feb-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Bungoma,Cheptais,Cheptais,Cheptais,0.8099,34.4564,Nairobi News,"Four members of the Nyumba Kumi initiative were shot, hacked and decapitated by unidentified armed group in Saria, Cheptais sub-county. The reason for the attack is not known.",4
KEN6077,16-Feb-18,2018,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),Teachers (Kenya),Kenya,Wajir,Wajir East,Township,Wajir,1.75,40.06,Local Source,"Al Shabaab fighters attack Qarsa Primary School in Wajir. Three teachers killed, one injured. Assailants escaped.",3
KEN6069,15-Feb-18,2018,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),Teachers (Kenya),Kenya,Wajir,Wajir East,Township,Wajir,1.75,40.06,Local Source,"15/02, PM Wajir: Al Shabaab attack a school killing 3 teachers.",3
KEN5970,5-Feb-18,2018,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Prisoners (Kenya),Kenya,Nyeri,Nyeri Central,Rware,Nyeri,-0.4167,36.95,Daily Nation (Kenya),"Two inmates at Nyeri Prison, King'ong'o, were shot and injured by a senior prison warder in unclear circumstances. Prison staff claimed 'accident.'",0
KEN5967,4-Feb-18,2018,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (United States),,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,Xinhua,"A United States conservationist and ivory trade investigator, Esmond Bradley Martin, was found dead in his house in Nairobi under suspicious circumstances.",1
