OBJECTID,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
4689,5271979,404,KEN3652,3652,31 January 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Laikipia,Laikipia West,Rumuruti Township,Ngarua,0.3696,36.449,1,Star (Kenya),National,Residents demonstrate over ongoing incidents of cattle rustling,0,1618560712,KEN
4694,5271973,404,KEN3646,3646,30 January 2013,2013,1,Riots,Violent demonstration,Rioters (Kenya),,5,,,0,50,Eastern Africa,Kenya,Kiambu,Gatundu South,Kiamwangi,Gatundu,-1.05,36.9,1,Star (Kenya),National,Matatu operators burn tyres and barricade roads to express displeasure with perceived police harassment,0,1561469147,KEN
4695,5271975,404,KEN3648,3648,30 January 2013,2013,1,Protests,Protest with intervention,Protesters (Kenya),,6,Police Forces of Kenya (2002-2013),,1,16,Eastern Africa,Kenya,Kiambu,Gatundu South,Kiganjo,Gathugu,-1.0069,36.8138,1,Star (Kenya),National,Residents block police from collecting body of murder victim; protest to demand that police arrest the murder suspect,0,1618560711,KEN
4698,5271971,404,KEN3644,3644,28 January 2013,2013,1,Riots,Violent demonstration,Rioters (Kenya),,5,Police Forces of Kenya (2002-2013),,1,15,Eastern Africa,Kenya,Narok,Narok West,Naikarra,Olposimoru,-1.8167,35.5,1,Star (Kenya),National,Settlers riot and clash with police who were attempting to evict them from the Maasai Mau forest,0,1618560711,KEN
4703,5271965,404,KEN3638,3638,25 January 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Muranga,Kiharu,Township,Muranga,-0.7166,37.15,1,Star (Kenya),National,Residents demonstrate after wave of kidnappings that they blamed on police,0,1618560710,KEN
4706,5271958,404,KEN3631,3631,23 January 2013,2013,1,Riots,Violent demonstration,Rioters (Kenya),TNA: The National Alliance,5,Police Forces of Kenya (2002-2013),,1,15,Eastern Africa,Kenya,Nyeri,Nyeri South,Mahiga,Kagere,-0.5068,36.9451,1,Star (Kenya),National,Rioters set bonfire and block road after TNA denies candidate a nomination certificate; police intervened to calm the situation,0,1618560710,KEN
4707,5271959,404,KEN3632,3632,23 January 2013,2013,1,Riots,Violent demonstration,Rioters (Kenya),,5,Police Forces of Kenya (2002-2013),,1,15,Eastern Africa,Kenya,Narok,Narok North,Narok Town,Narok,-1.0783,35.8601,1,Star (Kenya),National,Rioting boda boda operators clash with police,0,1561469147,KEN
4710,5271963,404,KEN3636,3636,23 January 2013,2013,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Tana River,Galole,Wayu,Teso,-1.3,39.6667,1,Star (Kenya),National,Mob kills man suspected of stealing chicken,1,1561469147,KEN
4713,5271949,404,KEN3621,3621,22 January 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),TNA: The National Alliance,6,,,0,60,Eastern Africa,Kenya,Nyandarua,Kinangop,North Kinangop,Kipipiri,-0.5333,36.65,1,Daily Nation (Kenya),National,Tension and protests as TNA delays in release of party nomination results,0,1618560709,KEN
4714,5271951,404,KEN3623,3623,22 January 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),ODM: Orange Democratic Movement,6,,,0,60,Eastern Africa,Kenya,Siaya,Alego Usonga,Siaya Township,Siaya,0.06,34.2861,1,Daily Nation (Kenya),National,ODM supporters protest after nomination given to two separate candidates,0,1561469147,KEN
4715,5271952,404,KEN3624,3624,22 January 2013,2013,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Taita Taveta,Mwatate,Mwatate,Mwatate,-3.4995,38.3762,1,Star (Kenya),National,Parents storm school and destroy property after spate of perceived demon attacks on students. A number of students had been fainting over the past few months.,0,1618560710,KEN
4717,5271955,404,KEN3627,3627,22 January 2013,2013,1,Riots,Violent demonstration,Rioters (Kenya),TNA: The National Alliance,5,Police Forces of Kenya (2002-2013),,1,15,Eastern Africa,Kenya,Nyeri,Nyeri South,Mahiga,Kagere,-0.5068,36.9451,1,Star (Kenya),National,Rioters set bonfire and block road after TNA denies candidate a nomination certificate; police intervened to calm the situation,0,1618560710,KEN
4718,5271956,404,KEN3628,3628,22 January 2013,2013,1,Riots,Violent demonstration,Rioters (Kenya),ODM: Orange Democratic Movement,5,Police Forces of Kenya (2002-2013),,1,15,Eastern Africa,Kenya,Kakamega,Mumias West,Mumias Central,Mumias,0.3351,34.4864,1,Star (Kenya),National,ODM party primary winners and supporters riot after delay in issuance of nomination certificates. Police dispersed the rioters,0,1561469147,KEN
4719,5919157,404,KEN3626,3626,22 January 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),Students (Kenya),6,,,0,60,Eastern Africa,Kenya,Nakuru,Naivasha,Lake View,Naivasha,-0.7202,36.4285,1,Star (Kenya),National,Students block roads to protest after their headmaster was transferred,0,1567465412,KEN
4724,5271943,404,KEN3615,3615,20 January 2013,2013,1,Riots,Violent demonstration,Rioters (Kenya),ODM: Orange Democratic Movement,5,Police Forces of Kenya (2002-2013),,1,15,Eastern Africa,Kenya,Kisumu,Kisumu West,North West Kisumu,Maseno,-0.0042,34.6095,1,Star (Kenya),National,Violent riots after Odingas sister given party nomination for local election; ODM supporters claimed it was rigged. Rioters clashed with police and blocked roads,0,1561469147,KEN
4732,6256542,404,KEN3608,3608,19 January 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),ODM: Orange Democratic Movement,6,,,0,60,Eastern Africa,Kenya,Siaya,Alego Usonga,Siaya Township,Siaya,0.06,34.2861,1,Capital FM,National,ODM supporters riot after PMs brother announced winner of party primary,0,1572403705,KEN
4738,9403214,404,KEN3605,3605,18 January 2013,2013,1,Riots,Mob violence,Rioters (Kenya),WDM: Wiper Democratic Movement,5,Police Forces of Kenya (2002-2013),,1,15,Eastern Africa,Kenya,Kitui,Mwingi Central Sub- County,Kivou,Mwingi,-0.9333,38.0667,1,Star (Kenya),National,Police officers restain riotous mob from attacking officer tallying votes for Wiper Party primary,0,1657574725,KEN
4739,5271934,404,KEN3601,3601,17 January 2013,2013,2,Riots,Violent demonstration,Rioters (Kenya),ODM: Orange Democratic Movement,5,,,0,50,Eastern Africa,Kenya,Homa Bay,Homa Bay Town,Homa Bay Central,Homa Bay,-0.5273,34.4571,1,Daily Nation (Kenya),National,ODM youths riot during party nominations,0,1618560708,KEN
4746,5271927,404,KEN3593,3593,13 January 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Muranga,Kangema,Muguru,Kangema,-0.6833,36.9667,1,Star (Kenya),National,Tea farmers stage demonstration against Chinese water company that they claim is ruining their roads,0,1618560708,KEN
4751,5271923,404,KEN3588,3588,11 January 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Kiambu,Gatundu North,Chania,Gituamba,-0.9667,36.95,1,Star (Kenya),National,Parents protest over transfer of school headmaster,0,1561469147,KEN
4756,5271919,404,KEN3583,3583,10 January 2013,2013,1,Riots,Violent demonstration,Rioters (Kenya),,5,Police Forces of Kenya (2002-2013),,1,15,Eastern Africa,Kenya,Kwale,Matuga,Kubo South,Tanganyika,-4.3324,39.4042,1,Star (Kenya),National,"Residents riot, claiming road construction project encroaches on their land; police intervene to stop the rioters",0,1561469147,KEN
4764,5271911,404,KEN3575,3575,09 January 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Embu,Mbeere South,Mavuria,Mbeere,-0.6961,37.6861,1,Star (Kenya),National,Residents protest after man killed by hippo,0,1618560707,KEN
4765,5271912,404,KEN3576,3576,09 January 2013,2013,1,Riots,Violent demonstration,Rioters (Kenya),Orma Ethnic Group (Kenya),5,Police Forces of Kenya (2002-2013),,1,15,Eastern Africa,Kenya,Tana River,Garsen,Kipini West,Nduru,-2.5065,40.2726,1,Star (Kenya),National,Orma community members riot and refuse to allow police to enter their village following Pokomo attack,0,1561469147,KEN
4771,5271902,404,KEN3566,3566,08 January 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Muranga,Mathioya,Kiru,Kiriaini,-0.6,36.95,1,Star (Kenya),National,Farmers stage protest over tea factory elections,0,1618560706,KEN
4772,5271903,404,KEN3567,3567,08 January 2013,2013,1,Riots,Violent demonstration,Rioters (Kenya),,5,Police Forces of Kenya (2002-2013),,1,15,Eastern Africa,Kenya,Tana River,Galole,Wayu,Teso,-1.3,39.6667,1,Star (Kenya),National,"Police officer inadvertently shoots bystander while pursuing criminal, prompting residents to riot; police intervene to disperse rioters",0,1561469147,KEN
4774,5271905,404,KEN3569,3569,08 January 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),Health Workers (Kenya),6,,,0,60,Eastern Africa,Kenya,Embu,Runyenjes,Central,Runyenjes,-0.4167,37.5667,1,Star (Kenya),National,Nurses stage demonstration as part of ongoing strike,0,1618560707,KEN
4776,5271897,404,KEN3561,3561,07 January 2013,2013,1,Riots,Mob violence,Rioters (Kenya),,5,Rioters (Kenya),,5,55,Eastern Africa,Kenya,Nyandarua,Ndaragwa,Shamata,Shamata,-0.1167,36.55,1,Star (Kenya),National,"Supporters of rival candidates clash, leading to riot",0,1618560706,KEN
4777,5271898,404,KEN3562,3562,07 January 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Isiolo,Isiolo,Bula Pesa,Isiolo,0.3546,37.5822,1,Star (Kenya),National,Residents protest after orphan discharged from hospital and left under a tree by hospital staff because there was reportedly no one to care for him,0,1618560706,KEN
4780,7691329,404,KEN3560,3560,07 January 2013,2013,1,Riots,Mob violence,Rioters (Kenya),TNA: The National Alliance,5,Civilians (Kenya),TNA: The National Alliance,7,57,Eastern Africa,Kenya,Nakuru,Nakuru North,Kabatini,Nakuru,-0.2441,36.142,1,Star (Kenya),National,Group supporting TNA faction storms TNA office and tries to take control,0,1618560706,KEN
4783,5271893,404,KEN3556,3556,05 January 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),Maasai Ethnic Group (Kenya); Women (Kenya),6,,,0,60,Eastern Africa,Kenya,Narok,Narok South,Ololulung'a,Olololunga,-1.003,35.664,1,Star (Kenya),National,Maasai women block road to protest rampant traffic accidents in their area,0,1618560706,KEN
4785,5271888,404,KEN3551,3551,04 January 2013,2013,2,Riots,Violent demonstration,Rioters (Kenya),,5,,,0,50,Eastern Africa,Kenya,Busia,Nambale,Nambale Township,Nambale,0.4459,34.2519,1,Star (Kenya),National,Youth block roads and destroy several lorries to protest that local sugar company would not receive sugarcane from private farmers,0,1561469147,KEN
4786,5271890,404,KEN3553,3553,04 January 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Narok,Narok North,Melili,Melili,-0.8333,35.9667,1,Star (Kenya),National,Residents protest rising insecurity in their town,0,1561469147,KEN
4789,5271886,404,KEN3549,3549,03 January 2013,2013,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Embu,Manyatta,Ruguru-Ngandori,Kirigi,-0.45,37.4667,1,Star (Kenya),National,Mob lynches suspected criminal,1,1618560705,KEN
4790,5271887,404,KEN3550,3550,03 January 2013,2013,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Kitui,Kitui South,Mutomo,Mugui,-1.7667,38.25,1,Star (Kenya),National,Mob lynches suspected criminal,1,1561469147,KEN
4794,5271880,404,KEN3543,3543,01 January 2013,2013,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Bomet,Bomet East,Merigi,Bomet,-0.7833,35.35,1,Star (Kenya),National,Tea farmers stage demonstration over KTDA elections. The protesters were calling for the one-man-one-vote formula rather than using the number of shares owned by farmers to determine the strength of ones vote,0,1618560705,KEN
4795,5271881,404,KEN3544,3544,01 January 2013,2013,1,Protests,Protest with intervention,Protesters (Kenya),,6,Police Forces of Kenya (2002-2013),,1,16,Eastern Africa,Kenya,Kiambu,Gatundu North,Chania,Gituamba,-0.9667,36.95,1,Star (Kenya),National,Lari residents protest recent thefts of cows and donkeys; police break up protest with teargas,0,1561469147,KEN
4802,6770250,404,KEN3537,3537,30 December 2012,2012,1,Riots,Mob violence,Rioters (Kenya),TNA: The National Alliance,5,Rioters (Kenya),TNA: The National Alliance,5,55,Eastern Africa,Kenya,Nyeri,Mathira West,Ruguru,Kirinyaga,-0.1667,37.3,1,Star (Kenya),National,TNA party meeting becomes chaotic when an argument breaks out and rivals engage in blows,0,1618560704,KEN
4807,5271870,404,KEN3533,3533,24 December 2012,2012,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),Labour Group (Kenya),7,57,Eastern Africa,Kenya,Embu,Mbeere South,Mavuria,Mbeere,-0.6961,37.6861,1,Star (Kenya),National,Mob burns house and shop of local businessman suspected of instigating a mob killing the previous day,0,1618560704,KEN
4809,5271868,404,KEN3531,3531,23 December 2012,2012,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Embu,Mbeere South,Mavuria,Mbeere,-0.6961,37.6861,1,Star (Kenya),National,Vigilante mob kills man suspected of robbery,1,1618560704,KEN
4810,5271867,404,KEN3530,3530,22 December 2012,2012,1,Protests,Peaceful protest,Protesters (Kenya),UDF: United Democratic Forum,6,,,0,60,Eastern Africa,Kenya,Bomet,Bomet East,Merigi,Bomet,-0.7833,35.35,1,Star (Kenya),National,UDF party supporters stage demonstration to protest unfair treatment by Jubilee coalition,0,1618560704,KEN
4811,5271863,404,KEN3526,3526,21 December 2012,2012,1,Riots,Violent demonstration,Rioters (Kenya),Orma Ethnic Group (Kenya),5,Police Forces of Kenya (2002-2013),,1,15,Eastern Africa,Kenya,Tana River,Garsen,Garsen South,Kipao,-2.4167,40.1667,1,Kenya Standard,National,Orma community members riot and refuse to allow police to collect bodies of Pokomo raiders. The Orma instead burned the bodies within the village,0,1561469147,KEN
4813,5271866,404,KEN3529,3529,21 December 2012,2012,1,Riots,Violent demonstration,Police Forces of Kenya (2002-2013),,1,Rioters (Kenya),,5,15,Eastern Africa,Kenya,Kiambu,Juja,Witeithie,Twiga,-1.05,37.0333,1,Star (Kenya),National,Residents riot and take up arms when police come to evict them from land they had been squatting on. Deaths and injuries reported on both sides,4,1561469147,KEN
4823,7691409,404,KEN3520,3520,18 December 2012,2012,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Kirinyaga,Kirinyaga Central,Kerugoya,Kerugoya,-0.4989,37.2803,1,Star (Kenya),National,Mob kills man caught in the act of bestiality,1,1613499283,KEN
4827,5271852,404,KEN3514,3514,16 December 2012,2012,1,Riots,Violent demonstration,Rioters (Kenya),,5,Civilians (Kenya),Journalists (Kenya),7,57,Eastern Africa,Kenya,Embu,Runyenjes,Central,Gichiche,-0.4335,37.5869,1,Star (Kenya),National,"Supporters of rival candidates riot in town, block roads and destroy journalists camera",0,1618560703,KEN
4832,5271847,404,KEN3502,3502,11 December 2012,2012,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Taita Taveta,Voi,Sagala,Sagalla,-3.5101,38.5746,1,Star (Kenya),National,Residents protest over recent insecurity linked to pastoralist violence,0,1618560703,KEN
4833,5271848,404,KEN3504,3504,11 December 2012,2012,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Nyeri,Mathira East,Karatina Town,Karatina,-0.4817,37.1251,1,Star (Kenya),National,Mob kills suspected rapist,1,1618560703,KEN
4835,5271845,404,KEN3500,3500,10 December 2012,2012,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Muranga,Kangema,Muguru,Kangema,-0.6833,36.9667,1,Star (Kenya),National,Traders protest over informal sector scheme initiated by Finance Ministry,0,1618560702,KEN
4838,5271842,404,KEN3497,3497,09 December 2012,2012,2,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Trans Nzoia,Cherangany,Cherangany,Cherangani,0.9833,35.2167,1,Star (Kenya),National,Mob kills suspected cattle rustler,1,1618560702,KEN
4848,5271834,404,KEN3486,3486,27 November 2012,2012,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Kitui,Kitui Central,Township,Kitui,-1.3667,38.0167,1,Star (Kenya),National,Workers at city council stage protest to demand removal of local treasurer,0,1561469147,KEN
4849,5271833,404,KEN3485,3485,26 November 2012,2012,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Kitui,Kitui Central,Township,Kitui,-1.3667,38.0167,1,Star (Kenya),National,Workers at city council stage protest to demand removal of local treasurer,0,1561469147,KEN
4869,5271814,404,KEN3459,3459,12 November 2012,2012,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Trans Nzoia,Kwanza,Kwanza,Kwanza,1.1684,34.9926,1,Star (Kenya),National,Farmers and residents protest poor condition of roads in Kwanza constituency,0,1618560700,KEN
4870,5271813,404,KEN3458,3458,11 November 2012,2012,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Trans Nzoia,Kwanza,Kwanza,Kwanza,1.1684,34.9926,1,Star (Kenya),National,Farmers and residents protest poor condition of roads in Kwanza constituency,0,1618560700,KEN
4872,5271812,404,KEN3457,3457,10 November 2012,2012,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Trans Nzoia,Kwanza,Kwanza,Kwanza,1.1684,34.9926,1,Star (Kenya),National,Farmers and residents protest poor condition of roads in Kwanza constituency,0,1618560700,KEN
4878,5919142,404,KEN3452,3452,05 November 2012,2012,1,Riots,Violent demonstration,Rioters (Kenya),Students (Kenya),5,Police Forces of Kenya (2002-2013),,1,15,Eastern Africa,Kenya,Embu,Runyenjes,Kaagari North,Kanja,-0.3786,37.5295,1,Star (Kenya),National,Students rampage to protest government-mandated extension of third term,0,1618560700,KEN
4886,7691427,404,KEN3444,3444,31 October 2012,2012,1,Riots,Violent demonstration,Rioters (Kenya),,5,Police Forces of Kenya (2002-2013),,1,15,Eastern Africa,Kenya,Migori,Suna East,God Jope,Got-Jope,-1.05,34.5333,1,Star (Kenya),National,Crowd riots after police arrest cosmetics salesman,0,1613499283,KEN
